Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Town Hall Meeting Survey
Informed Consent

Hello Chico Student:

The following online survey is part of an important university study on how to improve students' experiences at the Town Hall Meeting. It will take approximately 5-10 minutes to complete.

Taking part in this research is completely voluntary. If you choose to participate in this research, it is very important that you answer the questions as thoughtfully and frankly as possible. All your answers will be kept strictly confidential. You can stop participating at any time without penalty to your grade.
We also emphasize that you will NOT be penalized if you choose to omit answers to some questions on the survey. To record your answers, you must proceed all the way through the end of the survey, even if you choose to omit answers to some questions. In addition, proceeding to the very end of the survey will remove any survey response information from the screen on your computer/device, protecting your privacy. 

Your student ID is being collected so we can match your responses to other important university programs (U-Course, Town Hall Meeting, Great Debate) and demographic information. IDs may be used for statistical analysis alongside other data such as GPA, retention, and graduation rates. Again, your answers are strictly confidential, and we are bound by the rules of this University to maintain this confidentiality. Your information collected as part of this research will be stored on a password-protected computer in a locked office within the First-Year Experience Program office and on a protected server that is located behind a secure firewall at the University Office for Institutional Research. You must be 18 years of age or older to take this survey.

Thank you for filling out this survey as completely and honestly as you can. We are asking you to do this because we value your experience and ideas about how to improve students' experiences here at Chico State.

If you'd like more information about this project, contact the First-Year Experience office at fye@csuchico.edu or (530) 898-3705.","Student ID Number: 
This information is required so that you receive credit for completing this survey. 

Please enter your 9-digit student ID number.",Please re-enter your 9-digit student ID number.,"Demographic Data:
This data will help Undergraduate Studies, First-Year Experience, and the POLS department to better understand student populations as they are now, where they've been, and where they're headed.  This information is a powerful tool for tracking change over time, uncovering the needs and strengths of our student population, and will help guide course planning, policy development, funding requests, and University and department decision-making.

Are you Spanish, Hispanic, or LatinX?",Choose one or more races that apply to you:,What is your gender identity?,What is the highest degree or level of education completed by a parent?,Choose your current year in college:,Are you a transfer student?,Which policy area did you focus on?,"Breakout Rooms: 
Responses to the following questions will help First-Year Experience and the POLS department to continue to improve students' experience in this element of the Town Hall Meeting. Please be honest in your responses to guide the changes we may make for future semesters.

Describe what you learned through your participation in the Breakout Room in terms of the following statements: - I have ideas that are worth sharing.","Breakout Rooms: 
Responses to the following questions will help First-Year Experience and the POLS department to continue to improve students' experience in this element of the Town Hall Meeting. Please be honest in your responses to guide the changes we may make for future semesters.

Describe what you learned through your participation in the Breakout Room in terms of the following statements: - Other people are interested in my ideas.","Breakout Rooms: 
Responses to the following questions will help First-Year Experience and the POLS department to continue to improve students' experience in this element of the Town Hall Meeting. Please be honest in your responses to guide the changes we may make for future semesters.

Describe what you learned through your participation in the Breakout Room in terms of the following statements: - I can improve my policy topic solution now that I have more information.","Breakout Rooms: 
Responses to the following questions will help First-Year Experience and the POLS department to continue to improve students' experience in this element of the Town Hall Meeting. Please be honest in your responses to guide the changes we may make for future semesters.

Describe what you learned through your participation in the Breakout Room in terms of the following statements: - I learned a lot about my policy topic this semester.","Breakout Rooms: 
Responses to the following questions will help First-Year Experience and the POLS department to continue to improve students' experience in this element of the Town Hall Meeting. Please be honest in your responses to guide the changes we may make for future semesters.

Describe what you learned through your participation in the Breakout Room in terms of the following statements: - I can talk about my research with expertise.","Breakout Rooms: 
Responses to the following questions will help First-Year Experience and the POLS department to continue to improve students' experience in this element of the Town Hall Meeting. Please be honest in your responses to guide the changes we may make for future semesters.

Describe what you learned through your participation in the Breakout Room in terms of the following statements: - I want to learn more about my policy topic.","Breakout Rooms: 
Responses to the following questions will help First-Year Experience and the POLS department to continue to improve students' experience in this element of the Town Hall Meeting. Please be honest in your responses to guide the changes we may make for future semesters.

Describe what you learned through your participation in the Breakout Room in terms of the following statements: - I can talk to experts about my policy topic with confidence.","If you learned anything through your participation in the Breakout Rooms that is not listed above, please list it below.",Describe your experience in the Breakout Room in terms of the following statements: - The POLS 155 assignments prepared me to discuss my policy topic with others in the Breakout Room.,Describe your experience in the Breakout Room in terms of the following statements: - I felt prepared to participate in the Breakout Session after attending the practice session in class the week before the event.,Describe your experience in the Breakout Room in terms of the following statements: - All participants had the opportunity to participate.,Describe your experience in the Breakout Room in terms of the following statements: - My Breakout Room experience was a discussion rather than a presentation.,Describe your experience in the Breakout Room in terms of the following statements: - I was encouraged to discuss my position and research with my peers.,Describe your experience in the Breakout Room in terms of the following statements: - The consultants contributed effectively to the conversation.,Describe your experience in the Breakout Room in terms of the following statements: - The moderators effectively balanced the discussion between the students’ ideas and the consultant’s expertise.,"Action Symposium: 
Responses to the following questions will help First-Year Experience and the POLS department to continue to improve students' experience in this element of the Town Hall Meeting. Please be honest in your responses to guide the changes we may make for future semesters.

Which three action stations did you choose to do at the Action Symposium?","Which, if any, of the action stations did you want to participate in but were not able to?",Describe what you learned through your participation in the Action Symposium in terms of the following statements: - I am a member of the city of Chico community.,Describe what you learned through your participation in the Action Symposium in terms of the following statements: - Other people want me to be involved in my community.,Describe what you learned through your participation in the Action Symposium in terms of the following statements: - I know at least one way to create change in my community.,Describe what you learned through your participation in the Action Symposium in terms of the following statements: - Participating in creating change feels more possible after participating in THM.,Describe what you learned through your participation in the Action Symposium in terms of the following statements: - I am capable of creating change in my community.,Describe what you learned through your participation in the Action Symposium in terms of the following statements: - I know what kind of changes I want to see made in my community.,"If you learned anything through your participation in the Action Symposium that is not listed above, please list it below.",Describe your experience at the Action Symposium in terms of the following statements: - The consultants were knowledgeable about the actions they were stationed at.,Describe your experience at the Action Symposium in terms of the following statements: - I was able to have a conversation with experts about action opportunities that make sense for my policy topic.,Describe your experience at the Action Symposium in terms of the following statements: - I am interested in taking action on my policy topic.,Describe your experience at the Action Symposium in terms of the following statements: - I learned something new about an action that I didn't know before participating in the event.,Describe your experience at the Action Symposium in terms of the following statements: - The discussion in the Breakout Room connected to the conversations I had at the Action Symposium.,"Your overall experience participating in Chico State's Town Hall Meeting: 
Responses to the following questions will help First-Year Experience and the POLS department to better understand the overall impact for students in terms of their learning and their identity as a successful college student after participating in this event. 

Describe your experience at Town Hall Meeting in terms of the following statement: I feel an increased connection to Chico State and the larger Chico community. - In preparation for the Town Hall Meeting event","Your overall experience participating in Chico State's Town Hall Meeting: 
Responses to the following questions will help First-Year Experience and the POLS department to better understand the overall impact for students in terms of their learning and their identity as a successful college student after participating in this event. 

Describe your experience at Town Hall Meeting in terms of the following statement: I feel an increased connection to Chico State and the larger Chico community. - In participating in the Town Hall Meeting event",Describe your experience at Town Hall Meeting in terms of the following statement: My confidence in my academic ability increased. - In preparation for the Town Hall Meeting event,Describe your experience at Town Hall Meeting in terms of the following statement: My confidence in my academic ability increased. - In participating in the Town Hall Meeting event,Describe your experience at Town Hall Meeting in terms of the following statement: I have increased my confidence and ability to affect change in my community. - In preparation for the Town Hall Meeting event,Describe your experience at Town Hall Meeting in terms of the following statement: I have increased my confidence and ability to affect change in my community. - In participating in the Town Hall Meeting event,Would you recommend the Town Hall Meeting next semester to others?,How was the Town Hall Meeting event a meaningful experience for you as a Chico State student and as a member of the wider Chico community?,Describe your experience participating in the event as if you were talking to a friend.
11/21/2024 12:51,11/21/2024 12:53,IP Address,132.241.174.54,100,142,TRUE,11/21/2024 12:53,R_7jUkbmZwtowQv2Q,,,,,39.7362,-121.8378,anonymous,EN,"I am 18 years of age or older, and I agree to take this survey.",12009440,12009440,None of these,White,Man,1 or more years of college credit,Fourth Year,Yes,Cost of Living Policy,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,"Lobby government officials,Petition,Write a letter to a government official",Social media for digital advocacy,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,,Strongly Agree,Agree,Disagree,Agree,Yes,,
11/21/2024 12:53,11/21/2024 12:56,IP Address,132.241.174.227,100,140,TRUE,11/21/2024 12:56,R_7PA2noCKFrchOn8,,,,,39.7362,-121.8378,anonymous,EN,"I am 18 years of age or older, and I agree to take this survey.",12559717,12559717,None of these,White,Man,"Bachelor's degree (BA, BS)",First Year,No,Drug Policy,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,"Lobby government officials,Social media for digital advocacy,Organize a public demonstration",,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,,
11/21/2024 12:52,11/21/2024 12:56,IP Address,132.241.174.53,100,271,TRUE,11/21/2024 12:56,R_1puacnlfrMpQlQj,,,,,39.7362,-121.8378,anonymous,EN,"I am 18 years of age or older, and I agree to take this survey.",12403873,12403873,Yes,White,Woman,"high school diploma, GED, or alternative credential",First Year,No,"Food, Agriculture, and Animal Policy",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Lobby government officials,Social media for digital advocacy,Organize a public demonstration","Petition,Elect supportive public officials,Write a letter to a government official",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,,The town hall meeting was a very interesting event. I discussed my policy research with my peers in the breakout room which was fun to learn about others research. I also learned new ways to implement a solution to my policy.
11/21/2024 12:53,11/21/2024 12:58,IP Address,132.241.174.81,100,285,TRUE,11/21/2024 12:58,R_7uuLqSQcAYDqBR7,,,,,39.7362,-121.8378,anonymous,EN,"I am 18 years of age or older, and I agree to take this survey.",12659180,12659180,None of these,White,Woman,less than 1 year of college credit,First Year,No,LGBTQIA+ Policy,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"Lobby government officials,Petition,Write a letter to a government official",Organize a public demonstration,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,,
11/21/2024 12:52,11/21/2024 12:58,IP Address,172.226.6.67,100,354,TRUE,11/21/2024 12:58,R_18YXwtrsk4xaEEb,,,,,39.7283,-121.8389,anonymous,EN,"I am 18 years of age or older, and I agree to take this survey.",11639850,11639850,Yes,White,Woman,no high school diploma,Third Year,No,K-12 Education Policy,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Petition,Elect supportive public officials,Organize a public demonstration",Social media for digital advocacy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,,
11/21/2024 12:53,11/21/2024 12:58,IP Address,146.75.154.45,100,301,TRUE,11/21/2024 12:58,R_1M6e6f0UKUvFaeo,,,,,39.7283,-121.8389,anonymous,EN,"I am 18 years of age or older, and I agree to take this survey.",11881858,11881858,Yes,White,Woman,1 or more years of college credit,Second Year,No,Drug Policy,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"Lobby government officials,Social media for digital advocacy,Organize a public demonstration",Petition,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,,
11/21/2024 12:53,11/21/2024 12:58,IP Address,132.241.55.77,100,288,TRUE,11/21/2024 12:58,R_7GKcIaoKp3UXPcB,,,,,39.7283,-121.8389,anonymous,EN,"I am 18 years of age or older, and I agree to take this survey.",12053575,12053575,Yes,American Indian or Alaska Native,Woman,no high school diploma,Second Year,No,Climate Change Policy,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,"Lobby government officials,Elect supportive public officials,Write a letter to a government official",Elect supportive public officials,Agree,Agree,Agree,Agree,Agree,Agree,,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,,"It was easy, just do the assignments and you will be good. "
11/21/2024 12:53,11/21/2024 12:58,IP Address,67.181.130.51,100,324,TRUE,11/21/2024 12:58,R_6aCvbD6FOgZsL33,,,,,39.7362,-121.8378,anonymous,EN,"I am 18 years of age or older, and I agree to take this survey.",12476010,12476010,I would prefer not to answer,"Black or Afircan American,White",Man,,First Year,No,Healthcare Policy,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,Strongly Disagree,Agree,Strongly Agree,,,,No,,"Just checking a box. I wouldn't have participated if I didn't have to. Everyone running it was perfectly nice and did a good job, but I just don't care that much. "
11/21/2024 12:53,11/21/2024 12:58,IP Address,132.241.174.248,100,303,TRUE,11/21/2024 12:58,R_1kKAXMAJyV74AfL,,,,,39.7362,-121.8378,anonymous,EN,"I am 18 years of age or older, and I agree to take this survey.",12364171,12364171,Yes,I would prefer not to answer,Woman,less than 1 year of college credit,First Year,No,Cost of Living Policy,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Petition,Social media for digital advocacy,Agree,Agree,Agree,Disagree,Disagree,Disagree,,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Yes,,
11/21/2024 12:54,11/21/2024 12:59,IP Address,209.215.10.114,100,270,TRUE,11/21/2024 12:59,R_6oNGdcDAbBBDjuS,,,,,39.7362,-121.8378,anonymous,EN,"I am 18 years of age or older, and I agree to take this survey.",12299795,12299795,Yes,I would prefer not to answer,Woman,"high school diploma, GED, or alternative credential",First Year,No,Healthcare Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Petition,Elect supportive public officials,Write a letter to a government official",Social media for digital advocacy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,,THM gave me a voice. I was able to stand up for my policy.
